REGION,SUBREGION,country,LOCATION,lat,lon,MONTH,year,DEPTH,bleaching_severity,percentage_affected,id
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,8,2005,10.25m,Low,26.32%,217
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,8,2005,9.6m,Low,15%,218
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68064,-87.71131,8,2005,14.8m,Low,3.70%,219
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71423,5,2005,15.5m,Low,3.70%,220
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,6,2005,4.75m,Low,11.11%,221
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,6,2005,4.6m,No Bleaching,0%,222
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,6,2005,4.6m,No Bleaching,0%,223
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.65963,-87.71564,6,2005,15.75m,Low,26.09%,224
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.65961,-87.71934,6,2005,5.2m,No Bleaching,0%,225
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,5,2005,8.5m,Low,30.77%,226
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,5,2005,8.8m,Low,20%,227
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71726,5,2005,5.8m,No Bleaching,0%,228
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66717,-87.71726,5,2005,5.8m,HIGH,100%,229
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,3,2006,5.35m,Medium,52.94%,230
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,3,2006,5.25m,Low,26.32%,231
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68064,-87.71131,3,2006,14.2m,HIGH,66.67%,232
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68064,-87.71131,3,2006,13.35m,Medium,65.38%,233
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,3,2006,15m,Medium,56%,234
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.72411,-87.69834,3,2006,4.75m,Low,20%,235
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.72411,-87.69834,3,2006,4.75m,Medium,38.46%,236
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,7.8m,Low,20%,237
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,2,2006,10.05m,Medium,35.71%,238
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,8.8m,Low,28.13%,239
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,7.75m,Medium,34.48%,240
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,2,2006,10.05m,Medium,60%,241
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,2,2006,8m,Medium,36%,242
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,2,2006,9.8m,Medium,42.86%,243
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,12,2005,13.4m,Medium,60%,244
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,12,2005,15.4m,Medium,56.82%,245
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70659,-87.70395,12,2005,15.25m,Low,32.43%,246
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,12,2005,5.8m,No Bleaching,0%,247
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,12,2005,5.8m,No Bleaching,0%,248
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,11,2005,6.4m,Low,23.08%,249
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,11,2005,10.5m,Low,16.67%,250
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,11,2005,10.25m,Low,16.67%,251
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.63434,-87.71993,8,2005,10.4m,Low,28.57%,252
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,11,2005,9.45m,Medium,58.33%,253
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70703,-87.70684,11,2005,6.55m,Medium,41.18%,254
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.724,-87.69676,8,2005,9.9m,Low,25%,255
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.71956,-87.69945,8,2005,8.65m,Low,25%,256
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,8,2005,10.4m,Medium,42.11%,257
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,8,2005,5.8m,Medium,33.33%,258
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68084,-87.71415,8,2005,5.35m,Low,25%,259
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.66723,-87.71551,9,2005,10.2m,Low,8.33%,260
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,11,2005,9.6m,Medium,50%,261
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,11,2005,9.8m,Medium,48.48%,262
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,11,2005,8.3m,Low,21.74%,263
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.70686,-87.70576,11,2005,8.8m,Low,28%,264
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,11,2005,11.3m,HIGH,71.88%,265
Americas,Mesoamerica,Mexico,"Las Llamaradas, Mahahual",18.68092,-87.71259,11,2005,11.35m,Medium,34.38%,266
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69945,5,2005,10.8m,Medium,47.83%,267
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.74183,-87.6744,5,2005,19.2m,No Bleaching,0%,268
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.74183,-87.6744,5,2005,18.3m,No Bleaching,0%,269
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69945,5,2005,9.85m,Low,13.79%,270
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70659,-87.70395,5,2005,14.75m,Low,10.34%,271
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70659,-87.70395,5,2005,15.5m,Low,10%,272
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.65949,-87.71653,5,2005,10.1m,No Bleaching,0%,273
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69773,5,2005,15.5m,Medium,45.83%,274
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.65961,-87.71934,5,2005,4.6m,No Bleaching,0%,275
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68092,-87.71259,5,2005,9.75m,Low,6.90%,276
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68064,-87.71131,5,2005,12.05m,Low,10.81%,277
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69773,8,2005,17.85m,Low,15%,278
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69773,8,2005,18.2m,No Bleaching,0%,279
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69773,8,2005,19.05m,Low,10%,280
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70703,-87.70684,8,2005,5.95m,Medium,60%,281
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68092,-87.71259,8,2005,9.25m,Low,20%,282
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.66723,-87.71551,8,2005,10.1m,Low,11.11%,283
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.63451,-87.72215,8,2005,5.05m,Medium,33.33%,284
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69945,7,2005,9.1m,Low,16.67%,285
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69945,8,2005,9.95m,Medium,35.29%,286
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68092,-87.71259,8,2005,9.1m,Low,4%,287
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68092,-87.71259,8,2005,9.3m,Low,3.23%,288
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70686,-87.70576,5,2005,9.6m,Low,15.38%,289
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70686,-87.70576,5,2005,9.9m,Low,28.57%,290
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68681,-87.70937,6,2005,17.5m,Low,11.54%,291
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.63451,-87.72215,6,2005,4.9m,No Bleaching,0%,292
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70659,-87.70395,12,2005,15.25m,Low,22.22%,293
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70703,-87.70684,11,2005,5.55m,HIGH,70%,294
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69945,5,2006,9.35m,Medium,46.15%,295
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68731,-87.71051,5,2006,10.25m,Low,28%,296
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68731,-87.71051,5,2006,11.15m,Medium,33.33%,297
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.66717,-87.71726,3,2006,6m,HIGH,66.67%,298
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68681,-87.70937,5,2006,15.95m,Low,20.69%,299
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68681,-87.70937,5,2006,16.65m,Medium,40%,300
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68681,-87.70937,5,2006,19.1m,Low,23.53%,301
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69773,5,2006,17.05m,Low,31.58%,302
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.65961,-87.71934,6,2006,5.2m,Medium,50%,303
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.65961,-87.71934,6,2006,4.9m,Low,25%,304
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68681,-87.70937,5,2006,16.3m,Low,20%,305
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.65963,-87.71564,6,2006,14.25m,Low,23.81%,306
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68717,-87.71223,6,2006,6.3m,Medium,35.71%,307
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.63434,-87.71993,6,2006,9.1m,Medium,57.14%,308
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.74239,-87.67865,6,2006,7.3m,Medium,41.67%,309
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.66723,-87.71551,8,2005,10.4m,Low,16.67%,310
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70703,-87.70684,8,2005,5.35m,Medium,43.75%,311
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70703,-87.70684,11,2005,7.45m,Medium,37.50%,312
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.724,-87.69676,11,2005,8.2m,Medium,53.33%,313
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.724,-87.69676,11,2005,8.45m,Low,15%,314
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.71956,-87.69773,12,2005,16.95m,Low,15.15%,315
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68084,-87.71415,12,2005,5.35m,No Bleaching,0%,316
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68084,-87.71415,12,2005,5m,No Bleaching,0%,317
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.68064,-87.71131,8,2005,18m,Low,10.34%,318
Americas,Mesoamerica,Mexico,"Los Escalones, Mahahual",18.70686,-87.70576,8,2005,10.1m,Medium,37.04%,319
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.74239,-87.67865,6,2006,6.8m,Medium,33.33%,320
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71956,-87.69945,6,2006,10.25m,Low,18.42%,321
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.74183,-87.6744,6,2006,20.85m,No Bleaching,0%,322
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65961,-87.71934,6,2006,5.35m,Medium,33.33%,323
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65961,-87.71934,6,2006,4.6m,Medium,33.33%,324
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65949,-87.71653,6,2006,11m,Low,13.04%,325
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71956,-87.69773,6,2006,15.6m,Low,19.35%,326
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65963,-87.71564,6,2006,15.35m,Low,8%,327
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71956,-87.69773,6,2006,15.35m,Low,27.27%,328
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71992,-87.70112,5,2006,6.2m,Low,22.22%,329
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68717,-87.71223,5,2006,8.5m,Low,5%,330
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68717,-87.71223,5,2006,5.75m,Medium,38.46%,331
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68731,-87.71051,5,2006,11.3m,Medium,45.16%,332
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.66717,-87.71726,6,2005,5.2m,HIGH,75%,333
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68731,-87.71051,6,2005,9.25m,Low,3.70%,334
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65949,-87.71653,5,2005,11.3m,No Bleaching,0%,335
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71992,-87.70112,5,2005,5.15m,Low,18.18%,336
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71992,-87.70112,5,2005,5.3m,Low,30.77%,337
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65961,-87.71934,5,2005,4m,No Bleaching,0%,338
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68064,-87.71131,5,2005,14.75m,Low,32%,339
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71992,-87.70112,5,2005,5.2m,Medium,34.62%,340
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65961,-87.71934,6,2005,5.2m,Low,25%,341
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65963,-87.71564,6,2005,15.5m,Low,7.32%,342
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65963,-87.71564,6,2005,20.9m,Medium,34.78%,343
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.65963,-87.71564,6,2005,14.6m,No Bleaching,0%,344
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68731,-87.71051,6,2005,10.25m,Low,10.34%,345
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.71956,-87.69773,6,2005,14.6m,Low,20.69%,346
Americas,Mesoamerica,Mexico,"Los Preciosos Cañones, Mahahual",18.68731,-87.71051,5,2005,11.9m,Low,31.82%,347
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,10,2004,29m,Medium,45.45%,348
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,10,2004,18m,Medium,47.62%,349
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,10,2004,18.6m,Medium,61.90%,350
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,10,2004,3.7m,Low,16.67%,351
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,2,2005,5.75m,No Bleaching,0%,352
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,2,2005,8.45m,No Bleaching,0%,353
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,2,2005,8.1m,No Bleaching,0%,354
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2,2005,6.9m,No Bleaching,0%,355
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,2,2005,13.75m,No Bleaching,0%,356
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93333,-87.43213,2,2005,18.3m,No Bleaching,0%,357
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,11,2004,6.1m,HIGH,75%,358
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,11,2004,6.1m,Low,16.67%,359
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,11,2004,6.1m,Low,12.50%,360
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,2,2005,9.4m,Low,6.25%,361
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,2,2005,20.25m,Low,14.29%,362
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,2,2005,1.95m,No Bleaching,0%,363
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,2,2005,7.45m,No Bleaching,0%,364
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6,2005,9.1m,Medium,45.45%,365
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,14m,Low,9.09%,366
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,6,2005,3.4m,Low,27.27%,367
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2005,6.1m,Medium,37.50%,368
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,6,2005,20.1m,HIGH,81.82%,369
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,6,2005,18.15m,HIGH,100%,370
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,8,2005,8.35m,Medium,42.31%,371
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,8,2005,8.5m,Medium,63.16%,372
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,8,2005,19.05m,Medium,38.46%,373
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,9,2005,3.7m,Low,23.08%,374
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,9,2005,13.4m,Medium,57.14%,375
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,12,2005,8.05m,Medium,63.64%,376
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,12,2005,8.05m,Medium,53.85%,377
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,12,2005,8.05m,HIGH,85.71%,378
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,12,2005,14.3m,Medium,50%,379
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,12,2005,10.55m,Medium,46.15%,380
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,5,2005,7.6m,Medium,45.45%,381
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,5,2005,8.2m,No Bleaching,0%,382
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,5,2005,4.6m,Medium,44.44%,383
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,5,2005,4.6m,Medium,37.50%,384
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,6,2006,1.65m,Medium,33.33%,385
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6,2006,9.1m,HIGH,88.24%,386
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6,2006,9.3m,Low,28.57%,387
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2006,7.45m,Medium,40%,388
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2006,5.95m,HIGH,100%,389
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2006,7.9m,HIGH,100%,390
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2006,8.65m,HIGH,83.33%,391
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2006,6.4m,HIGH,88.89%,392
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,6,2006,6.1m,Medium,50%,393
Americas,Mesoamerica,Mexico,"Paso Caapechen, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,6,2006,6.1m,Medium,63.64%,394
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,5,2005,5.35m,Medium,37.50%,395
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,5,2005,4.9m,Low,25%,396
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,5,2005,13.7m,Medium,50%,397
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,5,2005,8.05m,Low,29.41%,398
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,5,2005,10.1m,Low,18.18%,399
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,5,2005,9.1m,HIGH,69.23%,400
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,5,2005,20.25m,No Bleaching,0%,401
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,3,2005,8.65m,No Bleaching,0%,402
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,5,2005,8.8m,Medium,40%,403
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,5,2005,10.25m,Medium,50%,404
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,5,2005,8.8m,Low,12.50%,405
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,5,2005,2.7m,Medium,41.67%,406
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,5,2005,3.2m,Low,15.38%,407
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2,2006,9.3m,Low,16.67%,408
Americas,Mesoamerica,Mexico,"Paso Juana, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,2,2006,5.6m,Medium,37.04%,409
